object_location,objectid,title,date,date-is-approximate?,creator,recipient,description,item_information,subject,location,latitude,longitude,related_publication,publisher-digital,source,findingaid,original-identifier,identifier,rights,rightsstatement,type,format,language,relation,display_template,image_small,image_thumb,image_alt_text
https://www.ncpedia.org/Biography/angelou-maya,blackhistory062,Maya Angelou,1928-2014,y,"Horton, Emily; Agan, Kelly",,Article about Maya Angelou.,single-page; article,African American authors; African American musicians; African American women; African American women artists; African American women--Biography; African Americans--Biography; African Americans--Civil rights; African Americans--Civil rights--History--20th century; Civic participation: working for civil rights; Civil rights movement; Women authors,"Winston-Salem, North Carolina; St. Louis, Missouri; San Francisco, California; New York City, New York; Ciaro, Egypt; Ghana, Africa",,,,NCpedia,State Library of NC.,,,/node/53698,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,pdf,/objects/small/062_mayaangelou_sm.jpg,/objects/thumbs/062_mayaangelou_th.jpg,Read about Maya Angelou
https://www.ncpedia.org/biography/chavis-john,blackhistory063,"Chavis, John",1763-1838,y,"Parramore, Barbara M.",,Article about John Chavis.,single-page; article,"African American men; African American soldiers--History; African American teachers; African Americans--Biography; African Americans--Education (Higher); African Americans--Educators; Black people--Education--North Carolina; Education -- North Carolina -- History; Education, Higher; Educators--North Carolina","Virginia, United States; Raleigh, North Carolina",,,,NCpedia,State Library of NC.,,,/node/50462,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,pdf,/objects/small/063_johnchavis_sm.jpg,/objects/thumbs/063_johnchavis_th.jpg,Read about John Chavis
https://www.ncpedia.org/j-cole,blackhistory064,J. Cole,1985,y,"Eckard, Max",,Article about musician J. Cole.,single-page; article,African American men; African American musicians; African Americans--Biography; Musicians; Musicians--North Carolina; Music--Performance; African American musicians,"Fayetteville, North Carolina; Queens, New York",,,,NCpedia,State Library of NC.,,,/node/53656,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,pdf,/objects/small/064_jcole_sm.jpg,/objects/thumbs/064_jcole_th.jpg,Read about J Cole
https://www.ncpedia.org/biography/manly-alex,blackhistory065,Alex Manly,1866-1944,y,"Umfleet, LeRae; Hill, Michael",,Article about Alex Manly.,single-page; article,African American businesspeople; African American men; African Americans; African Americans--Business; African Americans--History--1877-1964; African Americans--History--North Carolina; African Americans--North Carolina; African Americans--North Carolina--History--19th Century; African Americans--North Carolina--Wilmington--History; American newspapers--North Carolina; Newspaper editors--Biography; Newspaper publishing--North Carolina--Wilmington,"Raleigh, North Carolina; Wilmington, North Carolina",,,,NCpedia,State Library of NC.,,,/node/53908,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,pdf,/objects/small/065_alexmanly_sm.jpg,/objects/thumbs/065_alexmanly_th.jpg,Read about Alex Manly
https://www.ncpedia.org/scott-armond-wendell,blackhistory066,"Scott, Armond Wendell",1873-1960,y,"Smythe, Andrea",,"Article about Judge Armond Wendell Scott, a native of Wilmington, NC.",single-page; article,African American men; African Americans;  African Americans--History--1877-1964; African Americans--History--North Carolina; African Americans--North Carolina; African Americans--North Carolina--History--19th Century; African Americans--North Carolina--Wilmington--History; Judges; Judges--United States--Biography; United States. District Court--Judges,"Wilmington, North Carolina; Washington, District of Columbia, United States; Pennsylvania, United States; New York City, New York",,,,NCpedia,State Library of NC.,,,/node/54109,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,pdf,/objects/small/066_armond_scott_sm.jpg,/objects/thumbs/066_armond_scott_th.jpg,Read about Armond Wendell Scott
https://www.ncpedia.org/biography/okelly-berry,blackhistory067,"O'Kelly, Berry",1861-1931,y,"Murray, Elizabeth Davis Reid;Dease, Jared",,Article about businessman Berry O'Kelly.,single-page; article,"African American businesspeople; African American men; African Americans--Biography; African Americans--Business; African Americans--North Carolina; African Americans--North Carolina--Raleigh--History--1877-1964; Free African Americans--North Carolina--History--19th century; North Carolina--History, African Americans","Raleigh, North Carolina",35.787743,-78.644257,,NCpedia,State Library of NC.,,,/node/48759,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,pdf,/objects/small/067_berry_okelly_sm.jpg,/objects/thumbs/067_berry_okelly_th.jpg,Read more about Berry O'Kelly
https://www.ncpedia.org/biography/chesnutt-charles-waddell,blackhistory068,"Chesnutt, Charles Waddell",1858-1932,y,"Andrews, William L.",,Article about author Charles Chesnutt.,single-page; article,African American authors; African American men; African Americans--Biography; African Americans--Race identity; African Americans--Social conditions; African Americans--United States--History; Authors; Free blacks; Lawyer; Lawyers--Biography,"Cleveland, Ohio; Charlotte, North Carolina",,,,NCpedia,State Library of NC.,,,/node/50468,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,pdf,/objects/small/068_charles_chesnutt_sm.jpg,/objects/thumbs/068_charles_chesnutt_th.jpg,Read more about Charles Wadell Chesnutt
https://www.ncpedia.org/charlotte-hawkins-brown-k-8,blackhistory069,"Brown, Charlotte Hawkins",1883-1961,y,"Ashley, Stephen; Agan, Kelly",,Article about Charlotte Hawkins Brown.,single-page; article,"African American teachers; African Americans--Biography; African Americans--Educators; Black people--Education--North Carolina; Brown, Charlotte Hawkins, 1883-1961; Charlotte Hawkins Brown Memorial (Sedalia, N.C.); Education -- North Carolina -- History; Educators--North Carolina; Palmer Memorial Institute (Sedalia, N.C.)","Henderson, North Carolina; Cambridge, Massachusetts; Sedalia, North Carolina",,,,NCpedia,State Library of NC.,,,/node/53181,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,pdf,/objects/small/069_charlottehawkinsbrown_sm.jpg,/objects/thumbs/069_charlottehawkinsbrown_th.jpg,Read more about Charlotte Hawkins Brown
https://www.ncpedia.org/biography/revels,blackhistory070,Hiram Rhoades Revels,1827-1901,y,"Case, Steven",,Article about North Carolina businessman Hiram Revels.,single-page; article,"African American legislators; African American men; African Americans--Biography; Politicians; United States--History--Civil War, 1861-1865--African Americans","Fayetteville, North Carolina; Lincolnton, North Carolina; Baltimore, Maryland; St. Louis, Missouri; Natchez, Mississippi",,,,NCpedia,State Library of NC.,,,/node/53902,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,pdf,/objects/small/070_hiramrevels_sm.jpg,/objects/thumbs/070_hiramrevels_th.jpg,Read more about Hiram Rhoades Revels
https://www.ncpedia.org/biography/hood-james-walker,blackhistory071,"Hood, James Walker",1831-1918,y,"Bell, Jr., John L.",,Article about James Walker Hood.,single-page; article,African American men; African Americans--Biography; African Americans--North Carolina; African Americans--Religion--19th century; Clergy--Biography; Methodist Episcopal Church--Clergy,"Pennsylvania, United States; Connecticut, United States; North Carolina, United States",,,,NCpedia,State Library of NC.,,,/node/48793,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,pdf,/objects/small/071_james_hood_sm.jpg,/objects/thumbs/071_james_hood_th.jpg,Read more about James Walker Hood
https://www.ncpedia.org/biography/merrick-john,blackhistory072,"Merrick, John",1859-1919,y,"Weare, Walter B.; Dease, Jared",,Article about businessman John Merrick.,single-page; article,African American business enterprises--North Carolina--Durham; African American businesspeople--North Carolina--Durham; African American men; African Americans--Biography; African Americans--Business; African Americans--North Carolina--Durham--History; Durham (N.C.); Industries--North Carolina--Durham; Insurance companies--North Carolina--Durham; North Carolina Mutual Life Insurance Company,"Sampson County, North Carolina; Durham, North Carolina",,,,NCpedia,State Library of NC.,,,/node/48574,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,pdf,/objects/small/072_john_merrick_sm.jpg,/objects/thumbs/072_john_merrick_th.jpg,Read more about John Merrick
https://www.ncpedia.org/biography/lynch-loretta,blackhistory073,"Lynch, Loretta",1959,y,"Davis, Sarajanee",,"Article about former US Attorny General Loretta Lynch, a NC native.",single-page; article,African American women; African American women--Biography; African Americans--Biography; African Americans--Politics and Government--20th century; Lawyers--Biography,"Greensboro, North Carolina; Durham, North Carolina; New York City, New York",,,,NCpedia,State Library of NC.,,,/node/53174,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,pdf,/objects/small/073_loretta_lynch_sm.jpg,/objects/thumbs/073_loretta_lynch_th.jpg,Read more about Loretta Lynch
https://www.ncpedia.org/flack-roberta,blackhistory074,"Flack, Roberta",1937-2025,y,"Franke, Matthew",,"Article about singer Roberta Flack, a native of North Carolina.",single-page; article,African American women; African American women musicians; African American women--Biography; African Americans--Biography; African Americans--Women musicians; Musicians; Musicians--North Carolina; Music--Performance; African American musicians,"Black Mountain, North Carolina; Washington, District of Columbia, United States",,,,NCpedia,State Library of NC.,,,/node/53606,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,pdf,/objects/small/074_roberta_flack_sm.jpg,/objects/thumbs/074_roberta_flack_th.jpg,Read more about Roberta Flack
https://www.ncpedia.org/biography/leonard-sugar-ray,blackhistory075,Sugar Ray Leonard,1956,y,"Case, Steven; Agan, Kelly",,Article about boxer Sugar Ray Leonard.,single-page; article,African American athletes; African American men; African Americans--Biography; African Americans--Recreation; Athletes--Biography,"Wilmington, North Carolina",34.225727,-77.94471,,NCpedia,State Library of NC.,,,/node/53857,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,pdf,/objects/small/075_sugarray_leonard_sm.jpg,/objects/thumbs/075_sugarray_leonard_th.jpg,Read more about Sugar Ray Charles Leonard
https://www.ncpedia.org/biography/coltrane-john-william,blackhistory076,"Coltrane, John William",1926-1967,y,"Simpson, Jr., Marcus B.",,Article about jazz musician John Coltrane.,single-page; article,African American men; African American musicians; African Americans--Biography; Musicians; Musicians--North Carolina; Music--Performance; African American musicians,"Hamlet, North Carolina; New York City, New York",,,,NCpedia,State Library of NC.,,,/node/50531,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,pdf,/objects/small/076_john_coltrane_sm.jpg,/objects/thumbs/076_john_coltrane_th.jpg,Read more about John William Coltrane
https://www.ncpedia.org/biography/monk-thelonious-sphere,blackhistory077,"Monk, Thelonious Sphere",1917-1982,y,"Simpson, Jr., Marcus B.",,Aritcle about jazz musician Thelonious Monk.,single-page; article,African American men; African American musicians; African Americans--Biography; Musicians; Musicians--North Carolina; Music--Performance; African American musicians,"Rocky Mount, North Carolina; New York City, New York; Englewood, New Jersey",,,,NCpedia,State Library of NC.,,,/node/48619,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,pdf,/objects/small/077_thelonious_monk_sm.jpg,/objects/thumbs/077_thelonious_monk_th.jpg,Read more about Thelonius Sphere Monk
https://www.ncpedia.org/pauli-murray-k-8,blackhistory078,Pauli Murray: Perseverance & Power,1910-1985,y,"Davis, Sarajanee; Agan, Kelly",,Aritcle about lawyer and activist Pauli Murray.,single-page; article,African American authors; African American teachers; African American women; African American women--Biography; African American women teachers--Study and teaching--North Carolina; African Americans--Biography; African Americans--Folklore; African Americans--Folklore--Southern States; Feminists; Folklore; Women authors; Women teachers--United States,"Baltimore, Maryland; Durham, North Carolina; Chapel Hill, North Carolina",,,,NCpedia,State Library of NC.,,,/node/53185,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,pdf,/objects/small/078_pauli_murray_sm.jpg,/objects/thumbs/078_pauli_murray_th.jpg,Read more about Pauli Murray
https://www.ncpedia.org/kay-willie-virginia-otey,blackhistory079,"Kay, Willie Virginia Otey",1894-1992,y,"Bell-Kite, Diana; Agan, Kelly",,Article about dressmaker Willie Otey Kay.,single-page; article,African American businesspeople; African American women; African Americans--Biography; Businesswomen; Clothing and dress; Dresses; Sewing; Women; Women--Biography,"Raleigh, North Carolina; Wilmington, North Carolina",,,,NCpedia,State Library of NC.,,,/node/53422,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,pdf,/objects/small/079_willie_kay_sm.jpg,/objects/thumbs/079_willie_kay_th.jpg,Read more about Willie Virginia Otey Kay
https://digital.ncdcr.gov/Documents/Detail/tar-heel-junior-historian-2004-fall-v.44-no.1/3700456?item=5369530,blackhistory080,"""The Great Agitator"": Golden A Frinks",1920-2004,y,"Spicer, Shirl",,Article about Golden Frinks from the Tar Heel Junior Historian.,multiple-page; article,African American men; African Americans--Biography; African Americans--Civil rights; African Americans--Civil rights--History--20th century; African Americans--Civil rights--Southern States; African Americans--History--20th century; African Americans--North Carolina--History--20th Century; Civil rights; Civil rights movements--North Carolina--History--20th century,"North Carolina, United States",,,,State Library of North Carolina,North Carolina Department of Natural and Cultural Resources,,,pubs_serial_6740319_tar2004v44n1,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text,application/pdf,eng,,pdf,/objects/small/080_golden_frinks_sm.jpg,/objects/thumbs/080_golden_frinks_th.jpg,"Article from the Tar Heel Junior Historian about the Great Agitator, Golden A. Frinks"
https://governor.nc.gov/governor-proclaims-black-history-month-2024/open,blackhistory081,"Cooper, Roy. Proclamation, Black History Month, February 2024",2024,n,"Cooper, Roy",,Proclamation of Black History Monthy by Governor Cooper in 2024.,single-page; proclamation,"Cooper, Roy, 1957-; Governors--North Carolina; Proclamations--North Carolina",,,,,Office of the Governor of North Carolina,Office of the Governor of North Carolina website,,,,"Unless otherwise noted on an individual document, the state of North Carolina grants permission to copy and distribute non-image files, documents, and information for non-commercial use, provided they are copied and distributed without alteration. Photos and other images appearing on our websites have been purchased with a license for limited use. Use of any photos or images appearing on any state website is strictly prohibited.",https://www.nc.gov/disclaimer-terms-use,text,text/html,eng,,pdf,/objects/small/081_cooperbhm_sm.jpg,/objects/thumbs/081_cooperbhm_th.jpg,2024 Proclamation of Black History Month by Governor Roy Cooper
https://digital.ncdcr.gov/Documents/Detail/perdue-bev.-proclamation-2012-01-10-black-history-month/4714429,blackhistory082,"Perdue, Bev. Proclamation, 2012-01-10, Black History Month",2012,n,"Perdue, Bev",,Proclamation for Black History month from Gov. Bev Perdue in 2012.,single-page; proclamation,"Perdue, Bev, 1947-; Governors--North Carolina; Proclamations--North Carolina",,,,,State Archives of North Carolina,North Carolina. Office of the Governor.,,,1190182__Black_History_Month0001,This item is provided courtesy of the State Archives of North Carolina and is a public record according to G.S.132.,https://www.ncleg.gov/EnactedLegislation/Statutes/PDF/BySection/Chapter_132/GS_132-1.pdf,text,text/html,eng,,pdf,/objects/small/082_perduebhm_sm.jpg,/objects/thumbs/082_perduebhm_th.jpg,2012 Proclamation of Black History Month by Governor Bev Perdue
https://historicsites.nc.gov/all-sites/thomas-day-state-historic-site,blackhistory083,Thomas Day Historic Site (Future Site),,,North Carolina Division of State Historic Sites and Properties,,Website for the future Thomas Day Historic Site.,single-page; website,Historic sites--North Carolina; Plantations--North Carolina,"Milton, North Carolina",,,,North Carolina Division of State Historic Sites and Properties,North Carolina Division of State Historic Sites and Properties,,,,"Unless otherwise noted on an individual document, the state of North Carolina grants permission to copy and distribute non-image files, documents, and information for non-commercial use, provided they are copied and distributed without alteration. Photos and other images appearing on our websites have been purchased with a license for limited use. Use of any photos or images appearing on any state website is strictly prohibited.",https://www.nc.gov/disclaimer-terms-use,text,text/html,eng,,pdf,/objects/small/083_thomasday_sm.jpg,/objects/thumbs/083_thomasday_th.jpg,Future Thomas Day State Historic Site Panoramic banner
https://digital.ncdcr.gov/Documents/Detail/thomas-day-house-union-tavern-restoration-inc./51436,blackhistory084,"Thomas Day House, Union Tavern Restoration, Inc.",2002-02-26,n,North Carolina ECHO (Project),,Exterior restoration project sign.,single-page; photograph,Historic home museums,"Milton, North Carolina",,,,"Cultural Heritage Institutions of North Carolina, NC ECHO Project",State Library of NC.,,,ncecho_217014,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text; image,image/jpeg,eng,,image,/objects/small/084_thomasday_sm.jpg,/objects/thumbs/084_thomasday_th.jpg,Sign for the Restoration of the Thomas Day House and Union Tavern
https://digital.ncdcr.gov/Documents/Detail/thomas-day-house-union-tavern-restoration-inc./51431,blackhistory085,"Thomas Day House, Union Tavern Restoration, Inc.",2002-02-26,n,North Carolina ECHO (Project),,Front exterior view of the Thomas Day House and Union Tavern.,single-page; photograph,Historic home museums,"Milton, North Carolina",,,,"Cultural Heritage Institutions of North Carolina, NC ECHO Project",State Library of NC.,,,ncecho_217001,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text; image,image/jpeg,eng,,image,/objects/small/085_thomasday_sm.jpg,/objects/thumbs/085_thomasday_th.jpg,A two story brick building with several chimneys
https://digital.ncdcr.gov/Documents/Detail/thomas-day-house-union-tavern-restoration-inc./51438,blackhistory086,"Thomas Day House, Union Tavern Restoration, Inc.",2002-02-26,n,North Carolina ECHO (Project),,"Thomas Day House, Union Tavern Restoration, Inc.",single-page; photograph,Historic home museums,"Milton, North Carolina",,,,"Cultural Heritage Institutions of North Carolina, NC ECHO Project",State Library of NC.,,,ncecho_217016,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text; image,image/jpeg,eng,,image,/objects/small/086_thomasday_sm.jpg,/objects/thumbs/086_thomasday_th.jpg,"Highway marker reading G-93 Thomas Day ca. 1801-1961 Free black cabinetmaker in Milton, 1824-1861"
https://statelibrary.ncdcr.libguides.com/myncfromatoz,blackhistory087,My N.C. from A to Z Companion Guide: Home,,,NC African American Heritage Commisssion,,A collection of online and print resources related to the book My N.C. from A to Z by Michelle Lanier.,multiple-page; libguide,African Americans--History,"North Carolina, United States",,,,State Library of North Carolina,NC African American Heritage Commission,,,,"Unless otherwise noted on an individual document, the state of North Carolina grants permission to copy and distribute non-image files, documents, and information for non-commercial use, provided they are copied and distributed without alteration.",https://www.nc.gov/disclaimer-terms-use,text,text/html,eng,,pdf,/objects/small/087_atoz_sm.jpg,/objects/thumbs/087_atoz_th.jpg,A guide from SLNC to resources related to topics explored in the book My NC from A to Z
https://digital.ncdcr.gov/Documents/Detail/ymi-cultural-center/57575,blackhistory088,YMI Cultural Center,2005-12-05,n,North Carolina ECHO (Project),,Exterior view of the YMI Cultural Center.,single-page; photograph,Community centers--North Carolina,"Asheville, North Carolina",,,,"Cultural Heritage Institutions of North Carolina, NC ECHO Project",State Library of NC.,,,ncecho_681001,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text; image,image/jpeg,eng,,image,/objects/small/088_ymicenter_sm.jpg,/objects/thumbs/088_ymicenter_th.jpg,A green awning over two green doors that are the entrance to the Asheville NC YMI Cultural Center
https://digital.ncdcr.gov/Documents/Detail/asheville-negro-library-interior-view/48296,blackhistory089,"Asheville Negro Library, interior view",,,,,Photograph of interior of Asheville Library for African Americans.,single-page; photograph,Minorities--North Carolina; African Americans and libraries; Public libraries--North Carolina--Asheville; African Americans--North Carolina; Central North Carolina Regional Library (historical),"Asheville, North Carolina",,,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,State Library of NC.,,,tts_buncombe_photo_0004.tif,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text; image,image/jpeg,eng,,image,/objects/small/089_aalibrary_sm.jpg,/objects/thumbs/089_aalibrary_th.jpg,"Tables, newspaper and magazine display, and bookshelves at the Asheville African-American library"
https://digital.ncdcr.gov/Documents/Detail/asheville-negro-library.-librarian-seated-at-public-desk/48298,blackhistory090,Asheville Negro Library. Librarian seated at public desk,,,,,Photograph of the front desk of the Asheville Library for African Americans.,single-page; photograph,Minorities--North Carolina; African Americans and libraries; Public libraries--North Carolina--Asheville; African Americans--North Carolina; Central North Carolina Regional Library (historical),"Asheville, North Carolina",,,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,State Library of NC.,,,tts_buncombe_photo_0003.tif,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text; image,image/jpeg,eng,,image,/objects/small/090_aalibrary_sm.jpg,/objects/thumbs/090_aalibrary_th.jpg,A black woman stis at a desk in Asheville's African American library
https://digital.ncdcr.gov/Documents/Detail/children-looking-at-the-window-display-in-the-asheville-colored-public-library/48295,blackhistory091,Children looking at the window display in the Asheville Colored Public Library,1948,n,,,Black children look at the display window of the Market Street Branch Library in Asheville.,single-page; photograph,Minorities--North Carolina; African Americans and libraries; Public libraries--North Carolina; African Americans--North Carolina; Children--North Carolina; Central North Carolina Regional Library (historical),"Asheville, North Carolina",,,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,State Library of NC.,,,tts_BuncCoun_05.tif,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text; image,image/jpeg,eng,,image,/objects/small/091_aalibrary_sm.jpg,/objects/thumbs/091_aalibrary_th.jpg,Black children hold books and look at a window display for Asheville's African American library
https://digital.ncdcr.gov/Documents/Detail/our-state/759771?item=760434,blackhistory092,"Mecklenburg, Harvey Gantt (from the article ""100 Voices from 100 Counties"")",2015-09,n,"Markovich, Jeremy",,"Article section that focuses on former mayor of Charlotte, Harvey Gantt.",single-page; article,North Carolina--Periodicals,"Charlotte, North Carolina",,,,Our State Magazine,State Library of NC.,,,gen_serial_35202878_our201509_0001.jpg-gen_serial_35202878_our201509_0254.jpg,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text,application/pdf,eng,,pdf,/objects/small/092_gantt_sm.jpg,/objects/thumbs/092_gantt_th.jpg,"Read about architect and former Mayor of Charlotte, Harvey Gantt in our digital collections"
https://digital.ncdcr.gov/Documents/Detail/unc-charlotte-the-magazine-of-the-university-of-north-carolina-at-charlotte-for-alumni-and-friends-2009-v.16-no.2/3175426?item=3192641,blackhistory093,Harvey Gantt Gets Honorary Degree,2009,n,University of North Carolina at Charlotte.,,Article about Harvey Gannt getting an honorary degree from UNC-Charlotte.,single-page; article,University of North Carolina at Charlotte--Periodicals; University of North Carolina at Charlotte--Alumni and alumnae--Periodicals,"Charlotte, North Carolina",,,,North Carolina Digital State Publications Collection,State Library of NC.,,,pubs_serial_uncmagazinealumni2009162,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text,application/pdf,eng,,pdf,/objects/small/093_gantt_sm.jpg,/objects/thumbs/093_gantt_th.jpg,An article about Harvey Gantt receiving an honorary degree from UNC Charlotte
https://www.nps.gov/grsm/learn/historyculture/ann-miller-woodford.htm,blackhistory094,Ann Miller Woodford,2023-03-14,n,National Park Service,,National Park Service article about artist Ann Miller Woodford.,single-page; article,African American women artists; Civil rights--North Carolina; Communities,"Andrews, North Carolina",,,,National Park Service,National Park Service,,,,Restrictions on using U.S. government materials,https://www.usa.gov/government-copyright,text,text/html,eng,,pdf,/objects/small/094_annmwoodford_sm.jpg,/objects/thumbs/094_annmwoodford_th.jpg,Read more about Ann Mill Woodford on the National Park Service
https://www.ashevillenc.gov/projects/boosting-the-block/,blackhistory095,Boosting The Block,2024-12-19,n,"Frankel, Dana",,"Website of a project in Asheville for The Block, a historic Black business district and multicultural hub.",single-page; webpage,African American neighborhoods--North Carolina--Asheville; Asheville (N.C.)--Businesses; Civic improvement--North Carolina--Asheville,"Asheville, North Carolina",,,,The City of Asheville,Planning and Urban Design Department,,,,Contact Asheville city government to obtain copyright information,https://www.ashevillenc.gov/department/communication-public-engagement/,text,text/html,eng,,pdf,/objects/small/095_theblock_sm.jpg,/objects/thumbs/095_theblock_th.jpg,Read about Asheville's Boosting the Block project relating to a historically Black business district
https://digital.ncdcr.gov/Documents/Detail/shaw-university-archives-and-special-collections/52211,blackhistory096,Shaw University Archives and Special Collections,2002-07-15,n,North Carolina ECHO (Project),,Front exterior view of the James E. Cheek Learning Resource Center at Shaw University.,single-page; photograph,Archives--North Carolina; Shaw University,"Raleigh, North Carolina",,,,"Cultural Heritage Institutions of North Carolina, NC ECHO Project",State Library of NC.,,,ncecho_273001,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text; image,image/jpeg,eng,,image,/objects/small/096_shaw_sm.jpg,/objects/thumbs/096_shaw_th.jpg,A building wiht a sign for The James E. Cheek Learning Resources Center at Shaw University
